fuente,contenido,texto_limpio
Email,Solicito información de pagos y detalles para secundaria. Atte: Maria.,solicito informacion de pagos y detalles para secundaria atte maria
Web,partidas para traslado a inicial 4 años. Postulante: Sofia.,partidas para traslado a inicial 4 anos postulante sofia
Email,<p><b>Solicito información de pagos y detalles para 1ero primaria. Atte: Gabriel.</b></p>,solicito informacion de pagos y detalles para 1ero primaria atte gabriel
WhatsApp,Hola hay cupos para 6to primaria? Mi niño se llama Sebastian.,hola hay cupos para 6to primaria mi nino se llama sebastian
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 1ero secundaria? Mi niño se llama Juan.</b></p>,hola hay disponibilidad de ingreso para 1ero secundaria mi nino se llama juan
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en primer grado para Nicolas. Gracias.</b></p>,saber si hay disponibilidad de ingreso en primer grado para nicolas gracias
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE INICIAL 4 AÑOS PARA MI HIJO SEBASTIAN.",estimados quisiera saber los precios de inicial 4 anos para mi hijo sebastian
Web,documentos para traslado a primer año. Postulante: Nicolas.,documentos para traslado a primer ano postulante nicolas
Web,reunión de admision para 1ero secundaria. Mi menor es Sofia.,reunion de admision para 1ero secundaria mi menor es sofia
WhatsApp,Saber si hay disponibilidad de ingreso en secundaria para Juan. Gracias.,saber si hay disponibilidad de ingreso en secundaria para juan gracias
Email,<p><b>Solicito información de precios y detalles para primer grado. Atte: Nicolas.</b></p>,solicito informacion de precios y detalles para primer grado atte nicolas
Web,ficha de matrícula para traslado a inicial 3 años. Postulante: Nicolas.,ficha de matricula para traslado a inicial 3 anos postulante nicolas
WhatsApp,Hola hay cupos para 1ero primaria? Mi niño se llama Valentina.,hola hay cupos para 1ero primaria mi nino se llama valentina
Email,Solicito información de precios y detalles para inicial 4 años. Atte: Mateo.,solicito informacion de precios y detalles para inicial 4 anos atte mateo
Web,requisitos para traslado a secundaria. Postulante: Sebastian.,requisitos para traslado a secundaria postulante sebastian
Email,SOLICITO INFORMACIÓN DE PRECIOS Y DETALLES PARA PRIMER GRADO. ATTE: PEDRO.,solicito informacion de precios y detalles para primer grado atte pedro
Email,"Estimados, quisiera saber los cuotas de primer año para mi hijo Nicolas.",estimados quisiera saber los cuotas de primer ano para mi hijo nicolas
WhatsApp,Saber si hay vacantes en 1ero secundaria para Camila. Gracias.,saber si hay vacantes en 1ero secundaria para camila gracias
Email,"Estimados, quisiera saber los cuotas de 6to primaria para mi hijo Thiago.",estimados quisiera saber los cuotas de 6to primaria para mi hijo thiago
Web,requisitos para traslado a 1ero secundaria. Postulante: Sofia.,requisitos para traslado a 1ero secundaria postulante sofia
Email,"Estimados, quisiera saber los cuotas de inicial 4 años para mi hijo Thiago.",estimados quisiera saber los cuotas de inicial 4 anos para mi hijo thiago
WhatsApp,Saber si hay disponibilidad de ingreso en 5to secundaria para Sofia. Gracias.,saber si hay disponibilidad de ingreso en 5to secundaria para sofia gracias
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Luis.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo luis
WhatsApp,HOLA HAY ESPACIOS PARA 1ERO PRIMARIA? MI NIÑO SE LLAMA LUCIA.,hola hay espacios para 1ero primaria mi nino se llama lucia
Email,"Estimados, quisiera saber los pensiones de inicial 5 años para mi hijo Juan.",estimados quisiera saber los pensiones de inicial 5 anos para mi hijo juan
Email,"Estimados, quisiera saber los costos de 1ero secundaria para mi hijo Mateo.",estimados quisiera saber los costos de 1ero secundaria para mi hijo mateo
Web,CITAS DE ADMISION PARA SECUNDARIA. MI MENOR ES SOFIA.,citas de admision para secundaria mi menor es sofia
Web,DOCUMENTOS PARA TRASLADO A SECUNDARIA. POSTULANTE: THIAGO.,documentos para traslado a secundaria postulante thiago
Email,Solicito información de pagos y detalles para 5to secundaria. Atte: Sebastian.,solicito informacion de pagos y detalles para 5to secundaria atte sebastian
WhatsApp,Saber si hay vacantes en secundaria para Lucia. Gracias.,saber si hay vacantes en secundaria para lucia gracias
Email,"Estimados, quisiera saber los pagos de inicial 4 años para mi hijo Thiago.",estimados quisiera saber los pagos de inicial 4 anos para mi hijo thiago
WhatsApp,Saber si hay espacios en 6to primaria para Sofia. Gracias.,saber si hay espacios en 6to primaria para sofia gracias
WhatsApp,<p><b>Saber si hay vacantes en 1ero primaria para Lucia. Gracias.</b></p>,saber si hay vacantes en 1ero primaria para lucia gracias
WhatsApp,Hola hay lugares para inicial 3 años? Mi niño se llama Sofia.,hola hay lugares para inicial 3 anos mi nino se llama sofia
WhatsApp,Saber si hay vacantes en secundaria para Elena. Gracias.,saber si hay vacantes en secundaria para elena gracias
Web,requisitos para traslado a 1ero primaria. Postulante: Juan.,requisitos para traslado a 1ero primaria postulante juan
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Ana.,hola hay vacantes para 5to secundaria mi nino se llama ana
Web,requisitos para traslado a 6to primaria. Postulante: Luis.,requisitos para traslado a 6to primaria postulante luis
Email,Solicito información de mensualidad y detalles para 6to primaria. Atte: Pedro.,solicito informacion de mensualidad y detalles para 6to primaria atte pedro
Web,reunión de admision para inicial 4 años. Mi menor es Elena.,reunion de admision para inicial 4 anos mi menor es elena
Email,"Estimados, quisiera saber los cuotas de 1ero primaria para mi hijo Nicolas.",estimados quisiera saber los cuotas de 1ero primaria para mi hijo nicolas
Email,Solicito información de pagos y detalles para secundaria. Atte: Valentina.,solicito informacion de pagos y detalles para secundaria atte valentina
WhatsApp,Saber si hay lugares en inicial 4 años para Luis. Gracias.,saber si hay lugares en inicial 4 anos para luis gracias
Email,Solicito información de mensualidad y detalles para inicial 3 años. Atte: Maria.,solicito informacion de mensualidad y detalles para inicial 3 anos atte maria
Web,DOCUMENTACIÓN PARA TRASLADO A 5TO SECUNDARIA. POSTULANTE: NICOLAS.,documentacion para traslado a 5to secundaria postulante nicolas
Web,ENTREVISTAS DE ADMISION PARA 5TO SECUNDARIA. MI MENOR ES PEDRO.,entrevistas de admision para 5to secundaria mi menor es pedro
Web,documentos para traslado a inicial 3 años. Postulante: Camila.,documentos para traslado a inicial 3 anos postulante camila
WhatsApp,Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Camila.,hola hay disponibilidad de ingreso para secundaria mi nino se llama camila
Email,Solicito información de pagos y detalles para primer grado. Atte: Pedro.,solicito informacion de pagos y detalles para primer grado atte pedro
Email,"Estimados, quisiera saber los costos de 6to primaria para mi hijo Mateo.",estimados quisiera saber los costos de 6to primaria para mi hijo mateo
Email,<p><b>Solicito información de mensualidad y detalles para secundaria. Atte: Sebastian.</b></p>,solicito informacion de mensualidad y detalles para secundaria atte sebastian
WhatsApp,Hola hay lugares para 1ero primaria? Mi niño se llama Gabriel.,hola hay lugares para 1ero primaria mi nino se llama gabriel
WhatsApp,<p><b>Saber si hay vacantes en 1ero secundaria para Luis. Gracias.</b></p>,saber si hay vacantes en 1ero secundaria para luis gracias
WhatsApp,Hola hay cupos para 6to primaria? Mi niño se llama Ana.,hola hay cupos para 6to primaria mi nino se llama ana
WhatsApp,Saber si hay cupos en 1ero primaria para Luis. Gracias.,saber si hay cupos en 1ero primaria para luis gracias
Web,requisitos para traslado a 6to primaria. Postulante: Ana.,requisitos para traslado a 6to primaria postulante ana
Email,"Estimados, quisiera saber los cuotas de primer año para mi hijo Maria.",estimados quisiera saber los cuotas de primer ano para mi hijo maria
Web,requisitos para traslado a 5to secundaria. Postulante: Thiago.,requisitos para traslado a 5to secundaria postulante thiago
Email,"Estimados, quisiera saber los costos de 1ero secundaria para mi hijo Thiago.",estimados quisiera saber los costos de 1ero secundaria para mi hijo thiago
WhatsApp,Hola hay lugares para primer año? Mi niño se llama Sofia.,hola hay lugares para primer ano mi nino se llama sofia
WhatsApp,Saber si hay lugares en 1ero secundaria para Pedro. Gracias.,saber si hay lugares en 1ero secundaria para pedro gracias
Email,"Estimados, quisiera saber los pagos de inicial 5 años para mi hijo Sofia.",estimados quisiera saber los pagos de inicial 5 anos para mi hijo sofia
WhatsApp,Saber si hay espacios en 5to secundaria para Maria. Gracias.,saber si hay espacios en 5to secundaria para maria gracias
Email,Solicito información de precios y detalles para 1ero primaria. Atte: Sofia.,solicito informacion de precios y detalles para 1ero primaria atte sofia
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Maria.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo maria
Web,<p><b>requisitos para traslado a inicial 5 años. Postulante: Elena.</b></p>,requisitos para traslado a inicial 5 anos postulante elena
Email,"<p><b>Estimados, quisiera saber los precios de 1ero primaria para mi hijo Luis.</b></p>",estimados quisiera saber los precios de 1ero primaria para mi hijo luis
Web,ENTREVISTAS DE ADMISION PARA 6TO PRIMARIA. MI MENOR ES CAMILA.,entrevistas de admision para 6to primaria mi menor es camila
Web,documentación para traslado a primer grado. Postulante: Pedro.,documentacion para traslado a primer grado postulante pedro
Web,papeles para traslado a primer grado. Postulante: Maria.,papeles para traslado a primer grado postulante maria
Web,charlas de admision para 6to primaria. Mi menor es Pedro.,charlas de admision para 6to primaria mi menor es pedro
Web,<p><b>entrevistas de admision para 1ero primaria. Mi menor es Gabriel.</b></p>,entrevistas de admision para 1ero primaria mi menor es gabriel
Email,"Estimados, quisiera saber los precios de secundaria para mi hijo Pedro.",estimados quisiera saber los precios de secundaria para mi hijo pedro
Web,cronograma de admision para 1ero primaria. Mi menor es Elena.,cronograma de admision para 1ero primaria mi menor es elena
Web,charlas de admision para inicial 5 años. Mi menor es Maria.,charlas de admision para inicial 5 anos mi menor es maria
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Juan.,hola hay vacantes para inicial 3 anos mi nino se llama juan
Email,Solicito información de cuotas y detalles para 6to primaria. Atte: Mateo.,solicito informacion de cuotas y detalles para 6to primaria atte mateo
WhatsApp,SABER SI HAY VACANTES EN 5TO SECUNDARIA PARA LUIS. GRACIAS.,saber si hay vacantes en 5to secundaria para luis gracias
Email,<p><b>Solicito información de cuotas y detalles para 1ero secundaria. Atte: Ana.</b></p>,solicito informacion de cuotas y detalles para 1ero secundaria atte ana
Web,reunión de admision para primer año. Mi menor es Ana.,reunion de admision para primer ano mi menor es ana
Web,papeles para traslado a 1ero secundaria. Postulante: Sofia.,papeles para traslado a 1ero secundaria postulante sofia
Web,partidas para traslado a inicial 5 años. Postulante: Sofia.,partidas para traslado a inicial 5 anos postulante sofia
WhatsApp,Saber si hay espacios en 1ero secundaria para Gabriel. Gracias.,saber si hay espacios en 1ero secundaria para gabriel gracias
Web,<p><b>entrevistas de admision para 1ero secundaria. Mi menor es Nicolas.</b></p>,entrevistas de admision para 1ero secundaria mi menor es nicolas
WhatsApp,SABER SI HAY LUGARES EN SECUNDARIA PARA ELENA. GRACIAS.,saber si hay lugares en secundaria para elena gracias
Web,REQUISITOS PARA TRASLADO A SECUNDARIA. POSTULANTE: JUAN.,requisitos para traslado a secundaria postulante juan
Email,Solicito información de pensiones y detalles para inicial 5 años. Atte: Nicolas.,solicito informacion de pensiones y detalles para inicial 5 anos atte nicolas
Email,"Estimados, quisiera saber los pagos de inicial 3 años para mi hijo Nicolas.",estimados quisiera saber los pagos de inicial 3 anos para mi hijo nicolas
Email,"Estimados, quisiera saber los pagos de 5to secundaria para mi hijo Juan.",estimados quisiera saber los pagos de 5to secundaria para mi hijo juan
Web,charlas de admision para inicial 5 años. Mi menor es Thiago.,charlas de admision para inicial 5 anos mi menor es thiago
WhatsApp,Saber si hay cupos en 5to secundaria para Thiago. Gracias.,saber si hay cupos en 5to secundaria para thiago gracias
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Lucia.",estimados quisiera saber los pagos de 6to primaria para mi hijo lucia
WhatsApp,Saber si hay espacios en 1ero primaria para Lucia. Gracias.,saber si hay espacios en 1ero primaria para lucia gracias
Web,cronograma de admision para inicial 5 años. Mi menor es Pedro.,cronograma de admision para inicial 5 anos mi menor es pedro
WhatsApp,Saber si hay lugares en 6to primaria para Sebastian. Gracias.,saber si hay lugares en 6to primaria para sebastian gracias
Email,Solicito información de pensiones y detalles para 5to secundaria. Atte: Ana.,solicito informacion de pensiones y detalles para 5to secundaria atte ana
Email,Solicito información de mensualidad y detalles para primer año. Atte: Sebastian.,solicito informacion de mensualidad y detalles para primer ano atte sebastian
WhatsApp,HOLA HAY ESPACIOS PARA PRIMER AÑO? MI NIÑO SE LLAMA NICOLAS.,hola hay espacios para primer ano mi nino se llama nicolas
Web,partidas para traslado a secundaria. Postulante: Thiago.,partidas para traslado a secundaria postulante thiago
Web,charlas de admision para inicial 4 años. Mi menor es Juan.,charlas de admision para inicial 4 anos mi menor es juan
WhatsApp,<p><b>Hola hay cupos para inicial 5 años? Mi niño se llama Thiago.</b></p>,hola hay cupos para inicial 5 anos mi nino se llama thiago
WhatsApp,Saber si hay vacantes en 5to secundaria para Juan. Gracias.,saber si hay vacantes en 5to secundaria para juan gracias
Web,entrevistas de admision para primer grado. Mi menor es Sebastian.,entrevistas de admision para primer grado mi menor es sebastian
