fuente,contenido,texto_limpio,label_sugerida,texto_preprocesado
WhatsApp,<p><b>Hola hay vacantes para 6to primaria? Mi niño se llama Camila.</b></p>,hola hay vacantes para 6to primaria mi niño se llama camila,ADMIS_VACANTES,holar vacante 6to primaria niño llamar camila
Email,Solicito información de precios y detalles para primer año. Atte: Valentina.,solicito información de precios y detalles para primer año atte valentina,ADMIS_COSTOS,solicitar información precio detalle año atte valentín
Email,"Estimados, quisiera saber los mensualidad de 1ero secundaria para mi hijo Luis.",estimados quisiera saber los mensualidad de 1ero secundaria para mi hijo luis,ADMIS_COSTOS,estimado querer mensualidad 1ero secundario hijo luis
WhatsApp,Saber si hay lugares en inicial 4 años para Maria. Gracias.,saber si hay lugares en inicial 4 años para maria gracias,ADMIS_VACANTES,lugar inicial año maria gracias
Web,requisitos para traslado a secundaria. Postulante: Nicolas.,requisitos para traslado a secundaria postulante nicolas,ADMIS_REQUIS_DOC,requisito traslado secundaria postulante nico él
WhatsApp,Saber si hay lugares en inicial 4 años para Camila. Gracias.,saber si hay lugares en inicial 4 años para camila gracias,ADMIS_VACANTES,lugar inicial año camilar gracias
WhatsApp,HOLA HAY LUGARES PARA INICIAL 4 AÑOS? MI NIÑO SE LLAMA CAMILA.,hola hay lugares para inicial 4 años mi niño se llama camila,ADMIS_VACANTES,holar lugar inicial año niño llamar camila
Web,cronograma de admision para inicial 3 años. Mi menor es Luis.,cronograma de admision para inicial 3 años mi menor es luis,ADMIS_CITAS,cronograma admision inicial año menor luis
Web,documentos para traslado a inicial 4 años. Postulante: Valentina.,documentos para traslado a inicial 4 años postulante valentina,ADMIS_REQUIS_DOC,documento traslado inicial año postulante valentín
WhatsApp,HOLA HAY VACANTES PARA INICIAL 5 AÑOS? MI NIÑO SE LLAMA VALENTINA.,hola hay vacantes para inicial 5 años mi niño se llama valentina,ADMIS_VACANTES,holar vacante inicial año niño llamar valentina
Email,<p><b>Solicito información de pensiones y detalles para inicial 5 años. Atte: Luis.</b></p>,solicito información de pensiones y detalles para inicial 5 años atte luis,ADMIS_COSTOS,solicitar información pensión detalle inicial año attar luis
Email,Solicito información de precios y detalles para 1ero primaria. Atte: Luis.,solicito información de precios y detalles para 1ero primaria atte luis,ADMIS_COSTOS,solicitar información precio detalle 1ero primario atte luis
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Lucia.</b></p>,hola hay disponibilidad de ingreso para secundaria mi niño se llama lucia,ADMIS_VACANTES,holar disponibilidad ingreso secundario niño llamar lucia
Web,citas de admision para inicial 5 años. Mi menor es Gabriel.,citas de admision para inicial 5 años mi menor es gabriel,ADMIS_CITAS,cita admision inicial año menor gabriel
Email,"<p><b>Estimados, quisiera saber los precios de 6to primaria para mi hijo Luis.</b></p>",estimados quisiera saber los precios de 6to primaria para mi hijo luis,ADMIS_COSTOS,estimado querer precio 6to primario hijo luis
WhatsApp,<p><b>Hola hay vacantes para 5to secundaria? Mi niño se llama Elena.</b></p>,hola hay vacantes para 5to secundaria mi niño se llama elena,ADMIS_VACANTES,holar vacante 5to secundario niño llamar elena
Web,PARTIDAS PARA TRASLADO A 1ERO SECUNDARIA. POSTULANTE: ELENA.,partidas para traslado a 1ero secundaria postulante elena,ADMIS_REQUIS_DOC,partida traslado 1ero secundario postulante elén
Email,"Estimados, quisiera saber los pensiones de 5to secundaria para mi hijo Elena.",estimados quisiera saber los pensiones de 5to secundaria para mi hijo elena,ADMIS_COSTOS,estimado querer pensión 5to secundario hijo elena
WhatsApp,Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Elena.,hola hay disponibilidad de ingreso para 1ero primaria mi niño se llama elena,ADMIS_VACANTES,holar disponibilidad ingreso 1ero primario niño llamar elena
Email,<p><b>Solicito información de pensiones y detalles para inicial 4 años. Atte: Nicolas.</b></p>,solicito información de pensiones y detalles para inicial 4 años atte nicolas,ADMIS_COSTOS,solicitar información pensión detalle inicial año attar nicola
Email,Solicito información de pensiones y detalles para 6to primaria. Atte: Sofia.,solicito información de pensiones y detalles para 6to primaria atte sofia,ADMIS_COSTOS,solicitar información pensión detalle 6to primaria atte sofia
WhatsApp,Saber si hay cupos en 5to secundaria para Camila. Gracias.,saber si hay cupos en 5to secundaria para camila gracias,ADMIS_VACANTES,cupo 5to secundario camila gracias
WhatsApp,Saber si hay disponibilidad de ingreso en primer año para Nicolas. Gracias.,saber si hay disponibilidad de ingreso en primer año para nicolas gracias,ADMIS_VACANTES,disponibilidad ingreso año nico él gracia
WhatsApp,Hola hay disponibilidad de ingreso para inicial 5 años? Mi niño se llama Nicolas.,hola hay disponibilidad de ingreso para inicial 5 años mi niño se llama nicolas,ADMIS_VACANTES,holar disponibilidad ingreso inicial año niño llamar nicola
Web,citas de admision para inicial 4 años. Mi menor es Nicolas.,citas de admision para inicial 4 años mi menor es nicolas,ADMIS_CITAS,cita admision inicial año menor nicola
Web,<p><b>ficha de matrícula para traslado a inicial 3 años. Postulante: Nicolas.</b></p>,ficha de matrícula para traslado a inicial 3 años postulante nicolas,ADMIS_REQUIS_DOC,ficha matrícula traslado inicial año postulante nico él
Email,Solicito información de costos y detalles para primer grado. Atte: Sofia.,solicito información de costos y detalles para primer grado atte sofia,ADMIS_COSTOS,solicitar información costo detalle grado atte sofia
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE 1ERO SECUNDARIA PARA MI HIJO VALENTINA.",estimados quisiera saber los precios de 1ero secundaria para mi hijo valentina,ADMIS_COSTOS,estimado querer precio 1ero secundario hijo valentín
Web,entrevistas de admision para secundaria. Mi menor es Sofia.,entrevistas de admision para secundaria mi menor es sofia,ADMIS_CITAS,entrevista admision secundario menor sofia
Email,"Estimados, quisiera saber los precios de inicial 5 años para mi hijo Elena.",estimados quisiera saber los precios de inicial 5 años para mi hijo elena,ADMIS_COSTOS,estimado querer precio inicial año hijo elena
WhatsApp,Saber si hay lugares en 1ero primaria para Luis. Gracias.,saber si hay lugares en 1ero primaria para luis gracias,ADMIS_VACANTES,lugar 1ero primario luis gracias
Email,"Estimados, quisiera saber los cuotas de 6to primaria para mi hijo Maria.",estimados quisiera saber los cuotas de 6to primaria para mi hijo maria,ADMIS_COSTOS,estimado querer cuota 6to primario hijo mario
Email,"Estimados, quisiera saber los pensiones de 6to primaria para mi hijo Juan.",estimados quisiera saber los pensiones de 6to primaria para mi hijo juan,ADMIS_COSTOS,estimado querer pensión 6to primario hijo juan
WhatsApp,Saber si hay lugares en inicial 3 años para Nicolas. Gracias.,saber si hay lugares en inicial 3 años para nicolas gracias,ADMIS_VACANTES,lugar inicial año nico él gracia
Email,"<p><b>Estimados, quisiera saber los precios de 1ero primaria para mi hijo Luis.</b></p>",estimados quisiera saber los precios de 1ero primaria para mi hijo luis,ADMIS_COSTOS,estimado querer precio 1ero primario hijo luis
Web,reunión de admision para 6to primaria. Mi menor es Ana.,reunión de admision para 6to primaria mi menor es ana,OTROS,reunión admision 6to primario menor án
Email,<p><b>Solicito información de pensiones y detalles para 5to secundaria. Atte: Thiago.</b></p>,solicito información de pensiones y detalles para 5to secundaria atte thiago,ADMIS_COSTOS,solicitar información pensión detalle 5to secundario atte thiago
Web,documentos para traslado a 1ero secundaria. Postulante: Ana.,documentos para traslado a 1ero secundaria postulante ana,ADMIS_REQUIS_DOC,documento traslado 1ero secundario postulante ana
Web,PARTIDAS PARA TRASLADO A SECUNDARIA. POSTULANTE: LUCIA.,partidas para traslado a secundaria postulante lucia,ADMIS_REQUIS_DOC,partida traslado secundaria postulante lucia
Web,citas de admision para inicial 3 años. Mi menor es Thiago.,citas de admision para inicial 3 años mi menor es thiago,ADMIS_CITAS,cita admision inicial año menor thiago
Web,reunión de admision para secundaria. Mi menor es Camila.,reunión de admision para secundaria mi menor es camila,OTROS,reunión admision secundario menor camila
WhatsApp,Saber si hay espacios en 1ero secundaria para Elena. Gracias.,saber si hay espacios en 1ero secundaria para elena gracias,ADMIS_VACANTES,espacio 1ero secundario elena gracias
WhatsApp,Hola hay lugares para primer año? Mi niño se llama Sofia.,hola hay lugares para primer año mi niño se llama sofia,ADMIS_VACANTES,holar lugar año niño llamar sofia
WhatsApp,Saber si hay cupos en primer año para Sofia. Gracias.,saber si hay cupos en primer año para sofia gracias,ADMIS_VACANTES,cupo año sofia gracias
WhatsApp,<p><b>Saber si hay espacios en inicial 3 años para Thiago. Gracias.</b></p>,saber si hay espacios en inicial 3 años para thiago gracias,ADMIS_VACANTES,espacio inicial año thiago gracias
Email,Solicito información de pagos y detalles para primer año. Atte: Sofia.,solicito información de pagos y detalles para primer año atte sofia,ADMIS_COSTOS,solicitar información pago detalle año atte sofia
Email,"ESTIMADOS, QUISIERA SABER LOS MENSUALIDAD DE 6TO PRIMARIA PARA MI HIJO CAMILA.",estimados quisiera saber los mensualidad de 6to primaria para mi hijo camila,ADMIS_COSTOS,estimado querer mensualidad 6to primario hijo camilar
WhatsApp,Hola hay vacantes para primer grado? Mi niño se llama Nicolas.,hola hay vacantes para primer grado mi niño se llama nicolas,ADMIS_VACANTES,holar vacante grado niño llamar nicola
Web,cronograma de admision para inicial 3 años. Mi menor es Juan.,cronograma de admision para inicial 3 años mi menor es juan,ADMIS_CITAS,cronograma admision inicial año menor juan
Email,"Estimados, quisiera saber los cuotas de primer año para mi hijo Camila.",estimados quisiera saber los cuotas de primer año para mi hijo camila,ADMIS_COSTOS,estimado querer cuota año hijo camilar
Web,reunión de admision para inicial 3 años. Mi menor es Ana.,reunión de admision para inicial 3 años mi menor es ana,OTROS,reunión admision inicial año menor án
Email,"Estimados, quisiera saber los pensiones de inicial 5 años para mi hijo Valentina.",estimados quisiera saber los pensiones de inicial 5 años para mi hijo valentina,ADMIS_COSTOS,estimado querer pensión inicial año hijo valentín
WhatsApp,Saber si hay espacios en 5to secundaria para Pedro. Gracias.,saber si hay espacios en 5to secundaria para pedro gracias,ADMIS_VACANTES,espacio 5to secundario pedro gracias
WhatsApp,HOLA HAY CUPOS PARA 1ERO PRIMARIA? MI NIÑO SE LLAMA ANA.,hola hay cupos para 1ero primaria mi niño se llama ana,ADMIS_VACANTES,holar cupo 1ero primario niño llamar án
Web,documentación para traslado a 6to primaria. Postulante: Mateo.,documentación para traslado a 6to primaria postulante mateo,ADMIS_REQUIS_DOC,documentación traslado 6to primaria postulante mateo
WhatsApp,Hola hay vacantes para inicial 4 años? Mi niño se llama Sebastian.,hola hay vacantes para inicial 4 años mi niño se llama sebastian,ADMIS_VACANTES,holar vacante inicial año niño llamar sebastian
Web,documentos para traslado a 1ero secundaria. Postulante: Luis.,documentos para traslado a 1ero secundaria postulante luis,ADMIS_REQUIS_DOC,documento traslado 1ero secundario postulante luis
WhatsApp,<p><b>Hola hay cupos para 5to secundaria? Mi niño se llama Mateo.</b></p>,hola hay cupos para 5to secundaria mi niño se llama mateo,ADMIS_VACANTES,holar cupo 5to secundario niño llamar mateo
Email,Solicito información de precios y detalles para primer año. Atte: Sebastian.,solicito información de precios y detalles para primer año atte sebastian,ADMIS_COSTOS,solicitar información precio detalle año atte sebastiar
Web,documentación para traslado a secundaria. Postulante: Nicolas.,documentación para traslado a secundaria postulante nicolas,ADMIS_REQUIS_DOC,documentación traslado secundaria postulante nico él
Web,reunión de admision para inicial 3 años. Mi menor es Maria.,reunión de admision para inicial 3 años mi menor es maria,OTROS,reunión admision inicial año menor mario
Email,"Estimados, quisiera saber los pensiones de 6to primaria para mi hijo Lucia.",estimados quisiera saber los pensiones de 6to primaria para mi hijo lucia,ADMIS_COSTOS,estimado querer pensión 6to primario hijo lucia
Web,partidas para traslado a primer año. Postulante: Thiago.,partidas para traslado a primer año postulante thiago,ADMIS_REQUIS_DOC,partida traslado año postulante thiago
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Lucia.,hola hay vacantes para 5to secundaria mi niño se llama lucia,ADMIS_VACANTES,holar vacante 5to secundario niño llamar lucia
Email,Solicito información de pagos y detalles para 5to secundaria. Atte: Elena.,solicito información de pagos y detalles para 5to secundaria atte elena,ADMIS_COSTOS,solicitar información pago detalle 5to secundario atte elén
Web,ENTREVISTAS DE ADMISION PARA INICIAL 4 AÑOS. MI MENOR ES CAMILA.,entrevistas de admision para inicial 4 años mi menor es camila,ADMIS_CITAS,entrevista admision inicial año menor camila
Email,Solicito información de cuotas y detalles para primer año. Atte: Ana.,solicito información de cuotas y detalles para primer año atte ana,ADMIS_COSTOS,solicitar información cuota detalle año attar án
Web,reunión de admision para primer año. Mi menor es Lucia.,reunión de admision para primer año mi menor es lucia,OTROS,reunión admision año menor lucia
Web,citas de admision para 6to primaria. Mi menor es Sebastian.,citas de admision para 6to primaria mi menor es sebastian,ADMIS_CITAS,cita admision 6to primario menor sebastiar
Web,charlas de admision para primer año. Mi menor es Maria.,charlas de admision para primer año mi menor es maria,ADMIS_CITAS,charla admision año menor mario
Email,Solicito información de mensualidad y detalles para inicial 5 años. Atte: Maria.,solicito información de mensualidad y detalles para inicial 5 años atte maria,ADMIS_COSTOS,solicitar información mensualidad detalle inicial año atte mario
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Camila.,hola hay vacantes para inicial 3 años mi niño se llama camila,ADMIS_VACANTES,holar vacante inicial año niño llamar camila
Web,<p><b>cronograma de admision para 1ero primaria. Mi menor es Thiago.</b></p>,cronograma de admision para 1ero primaria mi menor es thiago,ADMIS_CITAS,cronograma admision 1ero primario menor thiago
WhatsApp,<p><b>Saber si hay vacantes en inicial 3 años para Camila. Gracias.</b></p>,saber si hay vacantes en inicial 3 años para camila gracias,ADMIS_VACANTES,vacante inicial año camilar gracias
Email,<p><b>Solicito información de pagos y detalles para inicial 3 años. Atte: Sofia.</b></p>,solicito información de pagos y detalles para inicial 3 años atte sofia,ADMIS_COSTOS,solicitar información pago detalle inicial año atte sofia
