fuente,contenido
Web,entrevistas de admision para inicial 4 años. Mi menor es Thiago.
WhatsApp,Saber si hay cupos en primer grado para Lucia. Gracias.
WhatsApp,Saber si hay disponibilidad de ingreso en primer año para Lucia. Gracias.
Web,documentación para traslado a inicial 3 años. Postulante: Elena.
Email,Solicito información de cuotas y detalles para 1ero secundaria. Atte: Valentina.
Web,documentación para traslado a inicial 3 años. Postulante: Maria.
Web,<p><b>documentos para traslado a inicial 4 años. Postulante: Sofia.</b></p>
Email,Solicito información de precios y detalles para secundaria. Atte: Sofia.
Web,ficha de matrícula para traslado a inicial 4 años. Postulante: Lucia.
Email,Solicito información de costos y detalles para primer grado. Atte: Camila.
WhatsApp,Hola hay disponibilidad de ingreso para secundaria? Mi niño se llama Maria.
Email,Solicito información de cuotas y detalles para 5to secundaria. Atte: Sebastian.
Web,reunión de admision para inicial 3 años. Mi menor es Maria.
Web,ficha de matrícula para traslado a primer grado. Postulante: Nicolas.
WhatsApp,<p><b>Saber si hay vacantes en secundaria para Sebastian. Gracias.</b></p>
Web,reunión de admision para 1ero primaria. Mi menor es Lucia.
Web,cronograma de admision para inicial 4 años. Mi menor es Elena.
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 3 años para Mateo. Gracias.
Web,documentación para traslado a inicial 4 años. Postulante: Mateo.
WhatsApp,Saber si hay espacios en primer año para Camila. Gracias.
Web,ENTREVISTAS DE ADMISION PARA PRIMER GRADO. MI MENOR ES LUIS.
Web,<p><b>cronograma de admision para secundaria. Mi menor es Sofia.</b></p>
WhatsApp,Hola hay espacios para 6to primaria? Mi niño se llama Valentina.
Email,"Estimados, quisiera saber los mensualidad de inicial 4 años para mi hijo Sofia."
Email,Solicito información de cuotas y detalles para 5to secundaria. Atte: Maria.
Email,<p><b>Solicito información de precios y detalles para 1ero primaria. Atte: Valentina.</b></p>
Email,"<p><b>Estimados, quisiera saber los pensiones de primer año para mi hijo Juan.</b></p>"
Email,"Estimados, quisiera saber los pensiones de primer año para mi hijo Juan."
Email,"<p><b>Estimados, quisiera saber los precios de secundaria para mi hijo Ana.</b></p>"
WhatsApp,Saber si hay disponibilidad de ingreso en primer año para Lucia. Gracias.
WhatsApp,Hola hay vacantes para 1ero secundaria? Mi niño se llama Mateo.
Web,papeles para traslado a inicial 5 años. Postulante: Valentina.
WhatsApp,HOLA HAY ESPACIOS PARA 1ERO PRIMARIA? MI NIÑO SE LLAMA ANA.
Email,"Estimados, quisiera saber los pagos de 5to secundaria para mi hijo Elena."
Email,Solicito información de precios y detalles para secundaria. Atte: Luis.
Web,CHARLAS DE ADMISION PARA INICIAL 4 AÑOS. MI MENOR ES SOFIA.
WhatsApp,<p><b>Saber si hay espacios en 6to primaria para Maria. Gracias.</b></p>
WhatsApp,<p><b>Hola hay vacantes para secundaria? Mi niño se llama Elena.</b></p>
Web,partidas para traslado a 6to primaria. Postulante: Thiago.
Email,"Estimados, quisiera saber los cuotas de secundaria para mi hijo Nicolas."
Email,"Estimados, quisiera saber los costos de primer grado para mi hijo Mateo."
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Juan."
Web,citas de admision para primer grado. Mi menor es Lucia.
Email,Solicito información de pensiones y detalles para primer año. Atte: Mateo.
WhatsApp,Saber si hay cupos en inicial 3 años para Mateo. Gracias.
Web,entrevistas de admision para inicial 5 años. Mi menor es Ana.
Email,<p><b>Solicito información de mensualidad y detalles para inicial 3 años. Atte: Nicolas.</b></p>
Email,"Estimados, quisiera saber los pensiones de 1ero secundaria para mi hijo Elena."
WhatsApp,Hola hay espacios para inicial 5 años? Mi niño se llama Sofia.
Email,Solicito información de pagos y detalles para primer año. Atte: Sofia.
Web,citas de admision para inicial 4 años. Mi menor es Mateo.
Web,CHARLAS DE ADMISION PARA INICIAL 3 AÑOS. MI MENOR ES NICOLAS.
WhatsApp,Saber si hay lugares en inicial 4 años para Lucia. Gracias.
WhatsApp,Hola hay vacantes para primer año? Mi niño se llama Lucia.
WhatsApp,Saber si hay espacios en inicial 5 años para Luis. Gracias.
Web,papeles para traslado a 5to secundaria. Postulante: Gabriel.
Web,DOCUMENTOS PARA TRASLADO A INICIAL 4 AÑOS. POSTULANTE: ANA.
WhatsApp,Hola hay vacantes para secundaria? Mi niño se llama Thiago.
WhatsApp,Saber si hay disponibilidad de ingreso en 6to primaria para Nicolas. Gracias.
Email,Solicito información de costos y detalles para 1ero secundaria. Atte: Sofia.
WhatsApp,Hola hay vacantes para inicial 4 años? Mi niño se llama Ana.
Email,Solicito información de cuotas y detalles para inicial 3 años. Atte: Luis.
Email,"<p><b>Estimados, quisiera saber los costos de 1ero secundaria para mi hijo Maria.</b></p>"
Email,"Estimados, quisiera saber los pagos de 6to primaria para mi hijo Luis."
WhatsApp,<p><b>Saber si hay espacios en 6to primaria para Elena. Gracias.</b></p>
WhatsApp,Saber si hay cupos en 1ero primaria para Sebastian. Gracias.
Web,requisitos para traslado a inicial 5 años. Postulante: Thiago.
Web,PARTIDAS PARA TRASLADO A SECUNDARIA. POSTULANTE: LUCIA.
Web,<p><b>ficha de matrícula para traslado a primer grado. Postulante: Valentina.</b></p>
Email,"Estimados, quisiera saber los precios de inicial 3 años para mi hijo Valentina."
Email,Solicito información de precios y detalles para primer grado. Atte: Lucia.
WhatsApp,Saber si hay cupos en inicial 5 años para Luis. Gracias.
WhatsApp,Saber si hay vacantes en 1ero secundaria para Lucia. Gracias.
Web,cronograma de admision para inicial 3 años. Mi menor es Sofia.
Web,partidas para traslado a 6to primaria. Postulante: Nicolas.
Email,Solicito información de mensualidad y detalles para primer año. Atte: Maria.
Email,<p><b>Solicito información de precios y detalles para inicial 5 años. Atte: Pedro.</b></p>
Web,reunión de admision para secundaria. Mi menor es Thiago.
Web,partidas para traslado a inicial 4 años. Postulante: Gabriel.
Web,requisitos para traslado a inicial 5 años. Postulante: Ana.
Web,charlas de admision para primer grado. Mi menor es Camila.
Email,Solicito información de cuotas y detalles para 5to secundaria. Atte: Valentina.
WhatsApp,Hola hay vacantes para primer año? Mi niño se llama Lucia.
WhatsApp,Saber si hay espacios en primer grado para Nicolas. Gracias.
WhatsApp,Hola hay vacantes para primer grado? Mi niño se llama Maria.
Email,Solicito información de costos y detalles para 1ero primaria. Atte: Nicolas.
Email,"Estimados, quisiera saber los mensualidad de inicial 3 años para mi hijo Ana."
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Mateo.
WhatsApp,SABER SI HAY VACANTES EN 1ERO SECUNDARIA PARA GABRIEL. GRACIAS.
WhatsApp,SABER SI HAY VACANTES EN 6TO PRIMARIA PARA VALENTINA. GRACIAS.
Web,<p><b>requisitos para traslado a inicial 5 años. Postulante: Lucia.</b></p>
WhatsApp,Hola hay espacios para secundaria? Mi niño se llama Gabriel.
Web,ficha de matrícula para traslado a inicial 5 años. Postulante: Nicolas.
Web,CRONOGRAMA DE ADMISION PARA 1ERO SECUNDARIA. MI MENOR ES LUIS.
Web,<p><b>papeles para traslado a inicial 3 años. Postulante: Juan.</b></p>
WhatsApp,Hola hay vacantes para 1ero secundaria? Mi niño se llama Pedro.
Email,SOLICITO INFORMACIÓN DE COSTOS Y DETALLES PARA INICIAL 5 AÑOS. ATTE: LUIS.
WhatsApp,Saber si hay vacantes en secundaria para Maria. Gracias.
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN 5TO SECUNDARIA PARA MATEO. GRACIAS.
WhatsApp,Hola hay cupos para primer grado? Mi niño se llama Ana.
WhatsApp,Hola hay espacios para primer año? Mi niño se llama Luis.
Web,requisitos para traslado a primer año. Postulante: Gabriel.
Email,SOLICITO INFORMACIÓN DE PENSIONES Y DETALLES PARA 1ERO PRIMARIA. ATTE: JUAN.
WhatsApp,Saber si hay cupos en inicial 3 años para Gabriel. Gracias.
Email,Solicito información de pagos y detalles para 6to primaria. Atte: Camila.
WhatsApp,Hola hay espacios para inicial 3 años? Mi niño se llama Nicolas.
Web,charlas de admision para inicial 4 años. Mi menor es Nicolas.
Web,charlas de admision para 6to primaria. Mi menor es Camila.
WhatsApp,Hola hay cupos para secundaria? Mi niño se llama Valentina.
Email,Solicito información de pagos y detalles para primer año. Atte: Maria.
Email,Solicito información de mensualidad y detalles para inicial 4 años. Atte: Camila.
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 1ero primaria? Mi niño se llama Pedro.</b></p>
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE 6TO PRIMARIA PARA MI HIJO VALENTINA."
WhatsApp,SABER SI HAY CUPOS EN 1ERO PRIMARIA PARA MATEO. GRACIAS.
WhatsApp,<p><b>Hola hay espacios para 1ero primaria? Mi niño se llama Nicolas.</b></p>
Web,partidas para traslado a secundaria. Postulante: Lucia.
WhatsApp,<p><b>Saber si hay cupos en inicial 5 años para Gabriel. Gracias.</b></p>
WhatsApp,<p><b>Saber si hay vacantes en inicial 3 años para Sofia. Gracias.</b></p>
Email,"Estimados, quisiera saber los costos de secundaria para mi hijo Valentina."
Email,Solicito información de precios y detalles para 5to secundaria. Atte: Pedro.
WhatsApp,Saber si hay vacantes en secundaria para Valentina. Gracias.
Web,cronograma de admision para 1ero secundaria. Mi menor es Juan.
Web,citas de admision para 1ero secundaria. Mi menor es Pedro.
Email,<p><b>Solicito información de mensualidad y detalles para 5to secundaria. Atte: Maria.</b></p>
Email,Solicito información de mensualidad y detalles para inicial 5 años. Atte: Mateo.
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE 1ERO SECUNDARIA PARA MI HIJO LUCIA."
Web,charlas de admision para inicial 5 años. Mi menor es Gabriel.
Web,partidas para traslado a 6to primaria. Postulante: Ana.
Email,"ESTIMADOS, QUISIERA SABER LOS PRECIOS DE INICIAL 4 AÑOS PARA MI HIJO VALENTINA."
WhatsApp,SABER SI HAY DISPONIBILIDAD DE INGRESO EN SECUNDARIA PARA JUAN. GRACIAS.
Web,<p><b>documentación para traslado a 5to secundaria. Postulante: Juan.</b></p>
Web,<p><b>entrevistas de admision para primer grado. Mi menor es Elena.</b></p>
WhatsApp,Hola hay vacantes para 5to secundaria? Mi niño se llama Luis.
Web,reunión de admision para inicial 3 años. Mi menor es Juan.
Email,Solicito información de costos y detalles para 5to secundaria. Atte: Gabriel.
Web,cronograma de admision para 1ero primaria. Mi menor es Maria.
Email,Solicito información de cuotas y detalles para 1ero primaria. Atte: Nicolas.
Email,"Estimados, quisiera saber los precios de 5to secundaria para mi hijo Sofia."
WhatsApp,Hola hay cupos para primer grado? Mi niño se llama Valentina.
WhatsApp,Saber si hay vacantes en secundaria para Gabriel. Gracias.
Web,<p><b>entrevistas de admision para 1ero primaria. Mi menor es Maria.</b></p>
WhatsApp,SABER SI HAY VACANTES EN INICIAL 3 AÑOS PARA ANA. GRACIAS.
WhatsApp,HOLA HAY CUPOS PARA INICIAL 5 AÑOS? MI NIÑO SE LLAMA THIAGO.
Web,<p><b>ficha de matrícula para traslado a 1ero primaria. Postulante: Valentina.</b></p>
WhatsApp,Hola hay disponibilidad de ingreso para inicial 3 años? Mi niño se llama Pedro.
Email,"<p><b>Estimados, quisiera saber los pensiones de 6to primaria para mi hijo Camila.</b></p>"
Web,<p><b>ficha de matrícula para traslado a 5to secundaria. Postulante: Sebastian.</b></p>
Web,documentos para traslado a 1ero primaria. Postulante: Elena.
WhatsApp,Hola hay vacantes para inicial 3 años? Mi niño se llama Mateo.
Email,Solicito información de costos y detalles para 5to secundaria. Atte: Sofia.
Email,Solicito información de pensiones y detalles para primer año. Atte: Luis.
Email,Solicito información de mensualidad y detalles para primer grado. Atte: Valentina.
Web,papeles para traslado a 6to primaria. Postulante: Sofia.
WhatsApp,<p><b>Saber si hay cupos en primer año para Maria. Gracias.</b></p>
Email,Solicito información de pagos y detalles para 1ero primaria. Atte: Maria.
Email,Solicito información de pagos y detalles para 1ero secundaria. Atte: Nicolas.
Email,<p><b>Solicito información de mensualidad y detalles para 6to primaria. Atte: Sebastian.</b></p>
WhatsApp,<p><b>Hola hay vacantes para primer grado? Mi niño se llama Luis.</b></p>
Web,REUNIÓN DE ADMISION PARA 5TO SECUNDARIA. MI MENOR ES GABRIEL.
WhatsApp,Saber si hay lugares en primer grado para Sebastian. Gracias.
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE 5TO SECUNDARIA PARA MI HIJO LUIS."
WhatsApp,<p><b>Hola hay cupos para primer grado? Mi niño se llama Lucia.</b></p>
Email,"ESTIMADOS, QUISIERA SABER LOS CUOTAS DE INICIAL 4 AÑOS PARA MI HIJO THIAGO."
Web,papeles para traslado a 1ero secundaria. Postulante: Pedro.
Email,"Estimados, quisiera saber los costos de inicial 5 años para mi hijo Pedro."
Email,Solicito información de precios y detalles para inicial 3 años. Atte: Nicolas.
Email,"<p><b>Estimados, quisiera saber los pensiones de 1ero primaria para mi hijo Valentina.</b></p>"
WhatsApp,<p><b>Hola hay espacios para inicial 3 años? Mi niño se llama Elena.</b></p>
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 3 años para Thiago. Gracias.
WhatsApp,Hola hay cupos para secundaria? Mi niño se llama Luis.
WhatsApp,<p><b>Hola hay cupos para 1ero primaria? Mi niño se llama Luis.</b></p>
Web,entrevistas de admision para 6to primaria. Mi menor es Lucia.
Email,"Estimados, quisiera saber los mensualidad de 1ero primaria para mi hijo Ana."
WhatsApp,Saber si hay disponibilidad de ingreso en inicial 5 años para Sofia. Gracias.
Email,Solicito información de cuotas y detalles para inicial 4 años. Atte: Pedro.
Web,requisitos para traslado a primer año. Postulante: Juan.
Web,requisitos para traslado a inicial 3 años. Postulante: Thiago.
WhatsApp,Saber si hay cupos en primer grado para Camila. Gracias.
Email,SOLICITO INFORMACIÓN DE MENSUALIDAD Y DETALLES PARA 1ERO PRIMARIA. ATTE: LUCIA.
Web,<p><b>documentos para traslado a primer grado. Postulante: Nicolas.</b></p>
Web,CITAS DE ADMISION PARA INICIAL 5 AÑOS. MI MENOR ES MATEO.
Web,cronograma de admision para 5to secundaria. Mi menor es Lucia.
Email,"Estimados, quisiera saber los costos de inicial 3 años para mi hijo Camila."
Email,Solicito información de mensualidad y detalles para primer año. Atte: Pedro.
Email,"Estimados, quisiera saber los precios de 1ero secundaria para mi hijo Mateo."
WhatsApp,Saber si hay vacantes en inicial 3 años para Gabriel. Gracias.
Web,citas de admision para primer año. Mi menor es Sebastian.
Web,requisitos para traslado a 1ero secundaria. Postulante: Elena.
Web,citas de admision para 1ero primaria. Mi menor es Thiago.
Web,requisitos para traslado a inicial 5 años. Postulante: Gabriel.
Email,<p><b>Solicito información de pensiones y detalles para 6to primaria. Atte: Ana.</b></p>
Web,<p><b>documentación para traslado a 5to secundaria. Postulante: Valentina.</b></p>
WhatsApp,HOLA HAY CUPOS PARA INICIAL 5 AÑOS? MI NIÑO SE LLAMA MARIA.
Web,partidas para traslado a 1ero secundaria. Postulante: Lucia.
WhatsApp,Saber si hay vacantes en 6to primaria para Luis. Gracias.
Email,"Estimados, quisiera saber los precios de secundaria para mi hijo Gabriel."
WhatsApp,Saber si hay disponibilidad de ingreso en primer grado para Ana. Gracias.
Email,"Estimados, quisiera saber los precios de 6to primaria para mi hijo Camila."
WhatsApp,<p><b>Saber si hay espacios en 5to secundaria para Maria. Gracias.</b></p>
Email,Solicito información de mensualidad y detalles para inicial 5 años. Atte: Luis.
Email,Solicito información de costos y detalles para 6to primaria. Atte: Camila.
WhatsApp,Saber si hay espacios en secundaria para Lucia. Gracias.
Email,"<p><b>Estimados, quisiera saber los cuotas de secundaria para mi hijo Sebastian.</b></p>"
Email,"Estimados, quisiera saber los pensiones de primer año para mi hijo Sebastian."
Email,SOLICITO INFORMACIÓN DE PENSIONES Y DETALLES PARA 1ERO PRIMARIA. ATTE: MARIA.
Web,documentos para traslado a inicial 4 años. Postulante: Camila.
WhatsApp,<p><b>Hola hay disponibilidad de ingreso para 6to primaria? Mi niño se llama Ana.</b></p>
WhatsApp,<p><b>Saber si hay cupos en primer año para Ana. Gracias.</b></p>
Email,"Estimados, quisiera saber los cuotas de 6to primaria para mi hijo Luis."
Web,charlas de admision para secundaria. Mi menor es Thiago.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en inicial 4 años para Camila. Gracias.</b></p>
Web,papeles para traslado a 1ero secundaria. Postulante: Elena.
WhatsApp,<p><b>Saber si hay disponibilidad de ingreso en secundaria para Ana. Gracias.</b></p>
Web,citas de admision para 1ero secundaria. Mi menor es Valentina.
Email,Solicito información de cuotas y detalles para 1ero secundaria. Atte: Valentina.
Web,<p><b>documentos para traslado a primer año. Postulante: Nicolas.</b></p>
Web,cronograma de admision para 5to secundaria. Mi menor es Elena.
WhatsApp,<p><b>Saber si hay espacios en 5to secundaria para Valentina. Gracias.</b></p>
Web,partidas para traslado a inicial 3 años. Postulante: Gabriel.
Email,"Estimados, quisiera saber los cuotas de primer año para mi hijo Luis."
Email,"Estimados, quisiera saber los cuotas de inicial 3 años para mi hijo Juan."
Email,"ESTIMADOS, QUISIERA SABER LOS PAGOS DE INICIAL 4 AÑOS PARA MI HIJO GABRIEL."
WhatsApp,Hola hay cupos para primer grado? Mi niño se llama Camila.
Email,"ESTIMADOS, QUISIERA SABER LOS PENSIONES DE 6TO PRIMARIA PARA MI HIJO NICOLAS."
Web,PAPELES PARA TRASLADO A PRIMER GRADO. POSTULANTE: PEDRO.
Email,Solicito información de costos y detalles para 5to secundaria. Atte: Mateo.
WhatsApp,<p><b>Hola hay cupos para inicial 4 años? Mi niño se llama Nicolas.</b></p>
Web,<p><b>citas de admision para 1ero primaria. Mi menor es Thiago.</b></p>
WhatsApp,HOLA HAY CUPOS PARA SECUNDARIA? MI NIÑO SE LLAMA MATEO.
